country,year,indicator,value,source,jeu_donnees,source_file,theme,sub_dataset,region,area,network_type
Upper-middle-income,,broadband_subs,32.0,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
High-income,,broadband_subs,38.1,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
LDCs,,broadband_subs,2.0,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
LLDCs,,broadband_subs,5.1,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
SIDS,,broadband_subs,9.3,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
2006,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2007,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2008,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2009,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2010,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2011,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2012,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2013,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2014,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2015,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2016,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2017,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2018,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2019,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2020,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2021,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2022,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2023,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2024,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2005,,broadband_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
52.9,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
67.6,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
25.1,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
37.5,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
76.0,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
86.5,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
53.8,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
69.6,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
48.3,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
66.1,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
76.2,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
91.5,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
81.8,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
91.2,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
17.2,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
26.5,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
33.5,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
54.0,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
64.5,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
80.7,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
87.5,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
93.4,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
21.8,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
35.0,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
27.5,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
39.4,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
56.0,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
64.8,,broadband_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
World,,other_subs,94.6,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
,,other_subs,,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Africa,,other_subs,51.5,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Americas,,other_subs,124.7,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Arab States,,other_subs,85.2,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Asia-Pacific,,other_subs,96.8,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
CIS,,other_subs,107.8,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Europe,,other_subs,111.6,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Low-income,,other_subs,40.1,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Lower-middle-income,,other_subs,66.3,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Upper-middle-income,,other_subs,111.7,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
High-income,,other_subs,152.7,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
LDCs,,other_subs,51.3,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
LLDCs,,other_subs,59.3,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
SIDS,,other_subs,66.4,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
2006,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2007,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2008,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2009,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2010,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2011,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2012,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2013,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2014,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2015,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2016,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2017,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2018,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2019,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2020,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2021,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2022,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2023,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2024,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2005,,other_subs,,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
52.9,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
67.6,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
25.1,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
37.5,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
76.0,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
86.5,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
53.8,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
69.6,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
48.3,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
66.1,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
76.2,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
91.5,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
81.8,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
91.2,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
17.2,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
26.5,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
33.5,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
54.0,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
64.5,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
80.7,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
87.5,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
93.4,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
21.8,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
35.0,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
27.5,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
39.4,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
56.0,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
64.8,,other_subs,,ITU,02-InternetUse2alt,02-InternetUse2alt.csv,Subscriptions,Subscriptions,,,
Africa,2018.0,International bandwidth (kbps per user),6.77727825,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Africa,2019.0,International bandwidth (kbps per user),10.27927008,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Africa,2020.0,International bandwidth (kbps per user),20.63428416,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Africa,2021.0,International bandwidth (kbps per user),28.04651973,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Africa,2022.0,International bandwidth (kbps per user),38.5046,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Africa,2017.0,International bandwidth (kbps per user),5.218067349999999,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Americas,2018.0,International bandwidth (kbps per user),70.89980091666668,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Americas,2019.0,International bandwidth (kbps per user),100.81864045,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Americas,2020.0,International bandwidth (kbps per user),134.92478478668818,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Americas,2021.0,International bandwidth (kbps per user),172.00777074,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Americas,2022.0,International bandwidth (kbps per user),224.0065,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Americas,2017.0,International bandwidth (kbps per user),51.82477672,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Arab States,2018.0,International bandwidth (kbps per user),17.821673009999998,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Arab States,2019.0,International bandwidth (kbps per user),23.92739957,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Arab States,2020.0,International bandwidth (kbps per user),31.911117933,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Arab States,2021.0,International bandwidth (kbps per user),42.07289125,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Arab States,2022.0,International bandwidth (kbps per user),55.002,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Arab States,2017.0,International bandwidth (kbps per user),13.023270728414344,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Asia-Pacific,2018.0,International bandwidth (kbps per user),174.8436147,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Asia-Pacific,2019.0,International bandwidth (kbps per user),247.627413,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Asia-Pacific,2020.0,International bandwidth (kbps per user),310.9584663170704,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Asia-Pacific,2021.0,International bandwidth (kbps per user),441.95798120048,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Asia-Pacific,2022.0,International bandwidth (kbps per user),541.985,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Asia-Pacific,2017.0,International bandwidth (kbps per user),124.30646767,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
CIS,2018.0,International bandwidth (kbps per user),11.355149,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
CIS,2019.0,International bandwidth (kbps per user),12.623715,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
CIS,2020.0,International bandwidth (kbps per user),16.61152525,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
CIS,2021.0,International bandwidth (kbps per user),20.465362,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
CIS,2022.0,International bandwidth (kbps per user),23.8511,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
CIS,2017.0,International bandwidth (kbps per user),10.510903,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Europe,2018.0,International bandwidth (kbps per user),85.603808,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Europe,2019.0,International bandwidth (kbps per user),119.968346,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Europe,2020.0,International bandwidth (kbps per user),152.42898330900002,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Europe,2021.0,International bandwidth (kbps per user),195.450455,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Europe,2022.0,International bandwidth (kbps per user),243.6924,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Europe,2017.0,International bandwidth (kbps per user),61.444273,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Other Economies,2018.0,International bandwidth (kbps per user),38.02639621472393,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Other Economies,2019.0,International bandwidth (kbps per user),44.09741577325078,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Other Economies,2020.0,International bandwidth (kbps per user),51.5779428431,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Other Economies,2021.0,International bandwidth (kbps per user),79.974098,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Other Economies,2022.0,International bandwidth (kbps per user),101.6655,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
Other Economies,2017.0,International bandwidth (kbps per user),26.142845,ITU,13- Bandwidth1,13- Bandwidth1.csv,Bandwidth,Bandwidth,,,
World,,International bandwidth (kbps per user),1.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
,,International bandwidth (kbps per user),2.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
Africa,,International bandwidth (kbps per user),3.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
Americas,,International bandwidth (kbps per user),4.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
Arab States,,International bandwidth (kbps per user),5.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
Asia-Pacific,,International bandwidth (kbps per user),6.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
CIS,,International bandwidth (kbps per user),7.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
Europe,,International bandwidth (kbps per user),8.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
,,International bandwidth (kbps per user),9.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
Low-income,,International bandwidth (kbps per user),10.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
Lower-middle-income,,International bandwidth (kbps per user),11.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
Upper-middle-income,,International bandwidth (kbps per user),12.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
High Income,,International bandwidth (kbps per user),,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
,,International bandwidth (kbps per user),14.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
LDCs,,International bandwidth (kbps per user),15.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
LLDCs,,International bandwidth (kbps per user),16.0,ITU,14- Bandwidth2,14- Bandwidth2.csv,Bandwidth,Bandwidth,,,
